	Borough	Postcode
9181	Bronx	10459
9182	Manhattan	10002
9183	Staten Island	10301
9184	Brooklyn	11249
9185	Manhattan	10002
9186	Queens	11101
9187	Bronx	10461
9188	Staten Island	10301
9189	Manhattan	10007
9190	Staten Island	10308
9191	Manhattan	10025
9192	Staten Island	10305
9193	Manhattan	10013
9194	Brooklyn	11201
9195	Manhattan	10013
9196	Manhattan	10024
9197	Brooklyn	11208
9198	Brooklyn	11209
9199	Queens	11377
9200	Queens	11354
9201	Queens	11368
9202	Manhattan	10013
9203	Queens	11103
9204	Manhattan	10012
9205	Manhattan	10027
9206	Queens	11432
9207	Queens	11368
9208	Manhattan	10038
9209	Brooklyn	11216
9210	Queens	11106
9211	Manhattan	10002
9212	Queens	11366
9213	Manhattan	10032
9214	Staten Island	10306
9215	Brooklyn	11221
9216	Manhattan	10065
9217	Queens	11361
9218	Manhattan	10016
9219	Manhattan	10075
9220	Manhattan	10013
9221	Manhattan	10026
9222	Staten Island	10310
9223	Queens	11103
9224	Queens	11103
9225	Manhattan	10002
9226	Queens	11377
9227	Brooklyn	11209
9228	Queens	11102
9229	Manhattan	10031
9230	Queens	11732
9231	Manhattan	10003
9232	Brooklyn	11211
9233	Manhattan	10019
9234	Manhattan	10022
9235	Bronx	10469
9236	Brooklyn	11217
9237	Brooklyn	11215
9238	Manhattan	10003
9239	Brooklyn	11217
9240	Queens	11377
9241	Bronx	10468
9242	Manhattan	10002
9243	Manhattan	10016
9244	Manhattan	10036
9245	Brooklyn	11215
9246	Manhattan	10017
9247	Manhattan	10032
9248	Manhattan	10018
9249	Manhattan	10002
9250	Queens	11106
9251	Manhattan	10010
9252	Brooklyn	11238
9253	Queens	11377
9254	Bronx	10588
9255	Brooklyn	11211
9256	Queens	11103
9257	Bronx	10461
9258	Brooklyn	11232
9259	Manhattan	10017
9260	Manhattan	10009
9261	Manhattan	10025
9262	Manhattan	10032
9263	Queens	11435
9264	Queens	11358
9265	Brooklyn	11237
9266	Brooklyn	11220
9267	Manhattan	10016
9268	Brooklyn	11206
9269	Brooklyn	11205
9270	Brooklyn	11215
9271	Brooklyn	11215
9272	Manhattan	10014
9273	Queens	11373
9274	Manhattan	10017
9275	Brooklyn	11201
9276	Brooklyn	11238
9277	Manhattan	10030
9278	Bronx	10454
9279	Manhattan	10019
9280	Queens	11358
9281	Queens	11377
9282	Manhattan	10009
9283	Brooklyn	11215
9284	Manhattan	10018
9285	Queens	11105
9286	Brooklyn	11217
9287	Brooklyn	11211
9288	Queens	11372
9289	Bronx	10468
9290	Manhattan	10024
9291	Manhattan	10013
9292	Manhattan	10021
9293	Manhattan	10022
9294	Queens	11375
9295	Queens	11375
9296	Queens	11361
9297	Manhattan	10065
9298	Manhattan	10007
9299	Brooklyn	11215
9300	Brooklyn	11215
9301	Queens	11693
9302	Manhattan	10002
9303	Manhattan	10016
9304	Bronx	10468
9305	Brooklyn	11235
9306	Brooklyn	11201
9307	Manhattan	10001
9308	Brooklyn	11204
9309	Brooklyn	11228
9310	Manhattan	10019
9311	Manhattan	10022
9312	Queens	11428
9313	Manhattan	10003
9314	Brooklyn	11206
9315	Brooklyn	11238
9316	Manhattan	10158
9317	Brooklyn	11217
9318	Queens	11416
9319	Brooklyn	11211
9320	Queens	11354
9321	Brooklyn	11229
9322	Staten Island	10306
9323	Brooklyn	11201
9324	Manhattan	10014
9325	Bronx	10467
9326	Brooklyn	11237
9327	Manhattan	10016
9328	Queens	11372
9329	Manhattan	10013
9330	Queens	11420
9331	Brooklyn	11201
9332	Brooklyn	11210
9333	Manhattan	10012
9334	Manhattan	10002
9335	Queens	11103
9336	Manhattan	10011
9337	Manhattan	10013
9338	Brooklyn	11201
9339	Queens	11417
9340	Manhattan	10003
9341	Brooklyn	11233
9342	Manhattan	10013
9343	Brooklyn	11201
9344	Queens	11374
9345	Brooklyn	11201
9346	Manhattan	10012
9347	Brooklyn	11217
9348	Manhattan	10002
9349	Queens	11377
9350	Queens	11418
9351	Queens	11372
9352	Manhattan	10010
9353	Queens	11377
9354	Manhattan	10011
9355	Manhattan	10011
9356	Manhattan	10012
9357	Queens	11102
9358	Brooklyn	11209
9359	Brooklyn	11215
9360	Manhattan	10030
9361	Queens	11385
9362	Bronx	10457
9363	Queens	11377
9364	Brooklyn	11211
9365	Brooklyn	11216
9366	Manhattan	10014
9367	Queens	11103
9368	Brooklyn	11229
9369	Manhattan	10009
9370	Queens	11373
9371	Manhattan	10012
9372	Queens	11106
9373	Manhattan	10027
9374	Queens	11372
9375	Bronx	10458
9376	Manhattan	10006
9377	Brooklyn	11238
9378	Manhattan	10069
9379	Queens	11377
9380	Brooklyn	11211
9381	Manhattan	11201
9382	Bronx	10458
9383	Manhattan	10003
9384	Manhattan	10009
9385	Brooklyn	11223
9386	Manhattan	10022
9387	Manhattan	10002
9388	Queens	11106
9389	Brooklyn	11220
9390	Manhattan	10019
9391	Queens	11354
9392	Manhattan	10018
9393	Manhattan	10003
9394	Manhattan	10013
9395	Brooklyn	11215
9396	Manhattan	10027
9397	Brooklyn	11220
9398	Queens	11373
9399	Brooklyn	11219
9400	Queens	11105
9401	Brooklyn	11209
9402	Queens	11101
9403	Manhattan	10014
9404	Brooklyn	11223
9405	Brooklyn	11231
9406	Manhattan	10028
9407	Manhattan	10009
9408	Manhattan	10012
9409	Queens	11368
9410	Manhattan	10001
9411	Queens	11103
9412	Bronx	10469
9413	Queens	11103
9414	Queens	11105
9415	Queens	11374
9416	Manhattan	10017
9417	Manhattan	10037
9418	Queens	11374
9419	Brooklyn	11214
9420	Manhattan	10010
9421	Brooklyn	11238
9422	Brooklyn	11214
9423	Manhattan	10014
9424	Bronx	10468
9425	Bronx	10454
9426	Manhattan	10036
9427	Queens	11358
9428	Brooklyn	11205
9429	Bronx	10472
9430	Manhattan	10003
9431	Manhattan	10013
9432	Manhattan	10014
9433	Queens	11106
9434	Brooklyn	11249
9435	Staten Island	10314
9436	Brooklyn	11235
9437	Queens	11103
9438	Staten Island	10304
9439	Queens	11358
9440	Brooklyn	11220
9441	Bronx	10467
9442	Queens	11375
9443	Manhattan	10013
9444	Manhattan	10014
9445	Manhattan	10031
9446	Queens	11416
9447	Manhattan	10038
9448	Manhattan	10006
9449	Manhattan	10025
9450	Manhattan	10016
9451	Queens	11357
9452	Manhattan	10003
9453	Manhattan	10013
9454	Manhattan	10022
9455	Manhattan	11374
9456	Manhattan	10035
9457	Brooklyn	11249
9458	Manhattan	10003
9459	Manhattan	10027
9460	Bronx	10051
9461	Manhattan	10004
9462	Manhattan	10003
9463	Manhattan	10011
9464	Brooklyn	11220
9465	Brooklyn	11233
9466	Manhattan	10012
9467	Queens	11428
9468	Manhattan	10016
9469	Bronx	10468
9470	Queens	11420
9471	Manhattan	10019
9472	Manhattan	10012
9473	Manhattan	10031
9474	Manhattan	10014
9475	Queens	11358
9476	Brooklyn	11210
9477	Queens	11105
9478	Bronx	10458
9479	Manhattan	10022
9480	Manhattan	10003
9481	Manhattan	10010
9482	Manhattan	10012
9483	Queens	11372
9484	Brooklyn	11209
9485	Queens	11102
9486	Brooklyn	11203
9487	Queens	11372
9488	Brooklyn	11216
9489	Brooklyn	11215
9490	Queens	11417
9491	Brooklyn	11201
9492	Manhattan	10025
9493	Manhattan	10014
9494	Brooklyn	11249
9495	Queens	11354
9496	Queens	11106
9497	Manhattan	10022
9498	Manhattan	10003
9499	Queens	11106
9500	Manhattan	10038
9501	Manhattan	10012
9502	Bronx	10461
9503	Brooklyn	11217
9504	Bronx	10463
9505	Queens	11419
9506	Manhattan	10038
9507	Brooklyn	11201
9508	Manhattan	10003
9509	Bronx	10467
9510	Manhattan	10016
9511	Queens	11373
9512	Queens	11378
9513	Brooklyn	11205
9514	Staten Island	10301
9515	Bronx	10462
9516	Manhattan	10025
9517	Queens	11373
9518	Brooklyn	11213
9519	Staten Island	10307
9520	Manhattan	10019
9521	Queens	11377
9522	Manhattan	10014
9523	Staten Island	10301
9524	Queens	11358
9525	Queens	11103
9526	Queens	11368
9527	Queens	11415
9528	Manhattan	10007
9529	Manhattan	10018
9530	Brooklyn	11222
9531	Manhattan	10002
9532	Bronx	10453
9533	Queens	11374
9534	Manhattan	10003
9535	Brooklyn	11209
9536	Brooklyn	11233
9537	Manhattan	10001
9538	Brooklyn	11249
9539	Brooklyn	11214
9540	Bronx	10458
9541	Queens	11102
9542	Manhattan	10065
9543	Queens	11106
9544	Manhattan	10002
9545	Manhattan	10001
9546	Manhattan	10002
9547	Manhattan	10003
9548	Manhattan	10038
9549	Manhattan	10024
9550	Brooklyn	11215
9551	Bronx	10468
9552	Manhattan	10029
9553	Manhattan	10022
9554	Manhattan	10011
9555	Brooklyn	11208
9556	Manhattan	10014
9557	Manhattan	10024
9558	Bronx	10461
9559	Queens	11354
9560	Manhattan	10007
9561	Manhattan	10012
9562	Queens	11374
9563	Manhattan	10011
9564	Manhattan	10013
9565	Bronx	10470
9566	Queens	11103
9567	Manhattan	10027
9568	Manhattan	10011
9569	Manhattan	10012
9570	Manhattan	10033
9571	Manhattan	10011
9572	Manhattan	10128
9573	Brooklyn	11211
9574	Manhattan	10018
9575	Manhattan	10012
9576	Queens	11101
9577	Bronx	10454
9578	Manhattan	10017
9579	Queens	11105
9580	Brooklyn	11215
9581	Manhattan	10009
9582	Brooklyn	11207
9583	Manhattan	10010
9584	Manhattan	10032
9585	Manhattan	10003
9586	Manhattan	10012
9587	Manhattan	10013
9588	Queens	11372
9589	Manhattan	10036
9590	Brooklyn	11217
9591	Brooklyn	11215
9592	Manhattan	10021
9593	Manhattan	10032
9594	Queens	11101
9595	Brooklyn	11222
9596	Brooklyn	11231
9597	Brooklyn	11222
9598	Manhattan	10271
9599	Brooklyn	11238
9600	Brooklyn	11234
9601	Queens	11377
9602	Manhattan	10305
9603	Queens	11377
9604	Brooklyn	11201
9605	Brooklyn	11206
9606	Bronx	10462
9607	Queens	11101
9608	Manhattan	10012
9609	Manhattan	10009
9610	Brooklyn	11235
9611	Manhattan	10010
9612	Manhattan	10001
9613	Manhattan	10024
9614	Manhattan	10009
9615	Queens	11421
9616	Brooklyn	11211
9617	Queens	11378
9618	Queens	11367
9619	Brooklyn	11237
9620	Manhattan	10017
9621	Queens	11105
9622	Brooklyn	11211
9623	Bronx	10458
9624	Brooklyn	11211
9625	Manhattan	10019
9626	Manhattan	10002
9627	Manhattan	10025
9628	Queens	11105
9629	Brooklyn	11205
9630	Queens	11372
9631	Bronx	10472
9632	Manhattan	10016
9633	Brooklyn	11220
9634	Manhattan	10025
9635	Brooklyn	11216
9636	Brooklyn	11209
9637	Manhattan	10022
9638	Brooklyn	11222
9639	Brooklyn	11237
9640	Manhattan	10013
9641	Queens	11373
9642	Manhattan	10014
9643	Manhattan	10028
9644	Manhattan	10016
9645	Bronx	10461
9646	Manhattan	10010
9647	Brooklyn	11221
9648	Queens	11426
9649	Bronx	10471
9650	Manhattan	10019
9651	Brooklyn	11203
9652	Manhattan	10012
9653	Manhattan	10014
9654	Manhattan	10012
9655	Queens	11372
9656	Queens	11432
9657	Queens	11103
9658	Brooklyn	11215
9659	Bronx	10472
9660	Brooklyn	11211
9661	Manhattan	10040
9662	Manhattan	10013
9663	Queens	11378
9664	Manhattan	10013
9665	Queens	11101
9666	Queens	11375
9667	Manhattan	10038
9668	Manhattan	10003
9669	Manhattan	10013
9670	Bronx	10451
9671	Manhattan	11414
9672	Brooklyn	11226
9673	Manhattan	10013
9674	Manhattan	10032
9675	Manhattan	10012
9676	Queens	11354
9677	Brooklyn	11205
9678	Manhattan	10014
9679	Queens	11355
9680	Brooklyn	11211
9681	Manhattan	10025
9682	Queens	11361
9683	Queens	11419
9684	Manhattan	10010
9685	Brooklyn	11231
9686	Brooklyn	11225
9687	Queens	11354
9688	Manhattan	10014
9689	Queens	11372
9690	Manhattan	10012
9691	Manhattan	10013
9692	Queens	11372
9693	Manhattan	10003
9694	Queens	11379
9695	Bronx	10462
9696	Manhattan	10038
9697	Manhattan	10014
9698	Manhattan	10014
9699	Bronx	10458
9700	Brooklyn	11206
9701	Brooklyn	11237
9702	Queens	11103
9703	Queens	11385
9704	Manhattan	10017
9705	Staten Island	10301
9706	Brooklyn	11215
9707	Queens	11694
9708	Manhattan	10003
9709	Manhattan	10025
9710	Queens	11372
9711	Brooklyn	11217
9712	Queens	11375
9713	Brooklyn	11203
9714	Manhattan	10003
9715	Brooklyn	11237
9716	Manhattan	10001
9717	Brooklyn	11209
9718	Manhattan	10038
9719	Brooklyn	11218
9720	Manhattan	10011
9721	Manhattan	10001
9722	Manhattan	10013
9723	Manhattan	10033
9724	Brooklyn	11211
9725	Bronx	10468
9726	Queens	11101
9727	Brooklyn	11223
9728	Manhattan	10032
9729	Queens	11103
9730	Bronx	10473
9731	Manhattan	10012
9732	Manhattan	10128
9733	Brooklyn	11217
9734	Queens	11368
9735	Brooklyn	11215
9736	Manhattan	10023
9737	Manhattan	10040
9738	Manhattan	10003
9739	Queens	11414
9740	Brooklyn	11237
9741	Manhattan	10001
9742	Brooklyn	11229
9743	Brooklyn	11201
9744	Manhattan	10010
9745	Manhattan	10002
9746	Manhattan	10075
9747	Manhattan	10001
9748	Manhattan	10012
9749	Queens	11354
9750	Brooklyn	11201
9751	Manhattan	10028
9752	Manhattan	10014
9753	Brooklyn	11237
9754	Manhattan	10065
9755	Brooklyn	11215
9756	Manhattan	10013
9757	Brooklyn	11217
9758	Brooklyn	11223
9759	Queens	11369
9760	Queens	11377
9761	Manhattan	10014
9762	Queens	11106
9763	Brooklyn	11207
9764	Manhattan	10011
9765	Brooklyn	11236
9766	Brooklyn	11225
9767	Manhattan	10021
9768	Manhattan	10010
9769	Brooklyn	11211
9770	Queens	11432
9771	Manhattan	10028
9772	Manhattan	10014
9773	Brooklyn	11220
9774	Manhattan	10003
9775	Brooklyn	11210
9776	Queens	11377
9777	Brooklyn	11249
9778	Brooklyn	11241
9779	Brooklyn	11215
9780	Brooklyn	11237
9781	Queens	11367
9782	Manhattan	10002
9783	Manhattan	10013
9784	Manhattan	10038
9785	Manhattan	10033
9786	Brooklyn	11237
9787	Bronx	10458
9788	Queens	11368
9789	Manhattan	10032
9790	Brooklyn	11215
9791	Manhattan	10065
9792	Brooklyn	11211
9793	Brooklyn	11232
9794	Staten Island	10302
9795	Manhattan	10003
9796	Staten Island	10303
9797	Queens	11377
9798	Brooklyn	11237
9799	Brooklyn	11249
9800	Queens	11354
9801	Manhattan	10035
9802	Brooklyn	11231
9803	Manhattan	10011
9804	Queens	11372
9805	Manhattan	10036
9806	Queens	11373
9807	Queens	11375
9808	Manhattan	10022
9809	Manhattan	10023
9810	Manhattan	10014
9811	Manhattan	10013
9812	Queens	11365
9813	Bronx	10461
9814	Manhattan	10019
9815	Queens	11385
9816	Bronx	10468
9817	Manhattan	10012
9818	Manhattan	10009
9819	Manhattan	10022
9820	Queens	11361
9821	Manhattan	10014
9822	Manhattan	10016
9823	Queens	11104
9824	Manhattan	10019
9825	Manhattan	10036
9826	Manhattan	10003
9827	Brooklyn	11211
9828	Brooklyn	11217
9829	Bronx	10468
9830	Manhattan	10022
9831	Queens	11360
9832	Brooklyn	11222
9833	Queens	11364
9834	Brooklyn	11204
9835	Brooklyn	11217
9836	Brooklyn	11201
9837	Brooklyn	11220
9838	Brooklyn	11222
9839	Brooklyn	11216
9840	Brooklyn	11238
9841	Brooklyn	11238
9842	Manhattan	10012
9843	Manhattan	10005
9844	Manhattan	10016
9845	Manhattan	10022
9846	Brooklyn	11211
9847	Bronx	10458
9848	Brooklyn	11201
9849	Brooklyn	11225
9850	Bronx	10454
9851	Manhattan	10018
9852	Queens	11375
9853	Queens	11693
9854	Queens	11103
9855	Manhattan	10024
9856	Manhattan	10014
9857	Manhattan	10028
9858	Staten Island	10312
9859	Queens	11354
9860	Manhattan	10014
9861	Manhattan	10012
9862	Queens	11367
9863	Queens	11377
9864	Queens	11377
9865	Brooklyn	11206
9866	Brooklyn	11220
9867	Queens	11106
9868	Queens	11106
9869	Brooklyn	11226
9870	Manhattan	10036
9871	Brooklyn	11222
9872	Manhattan	10013
9873	Queens	11375
9874	Manhattan	10010
9875	Brooklyn	11211
9876	Manhattan	10065
9877	Brooklyn	11209
9878	Manhattan	10011
9879	Manhattan	10014
9880	Manhattan	10025
9881	Brooklyn	11226
9882	Manhattan	10001
9883	Bronx	10452
9884	Queens	11101
9885	Manhattan	10029
9886	Bronx	10455
9887	Brooklyn	11218
9888	Queens	11354
9889	Brooklyn	11222
9890	Queens	11373
9891	Bronx	10472
9892	Brooklyn	11201
9893	Manhattan	10025
9894	Brooklyn	11217
9895	Brooklyn	11209
9896	Queens	11106
9897	Manhattan	10034
9898	Queens	11377
9899	Queens	11372
9900	Manhattan	10003
9901	Queens	11102
9902	Brooklyn	11217
9903	Brooklyn	11222
9904	Queens	11373
9905	Manhattan	10041
9906	Queens	11354
9907	Bronx	10463
9908	Manhattan	10011
9909	Manhattan	10025
9910	Manhattan	10012
9911	Manhattan	10002
9912	Brooklyn	11221
9913	Brooklyn	11237
9914	Manhattan	10013
9915	Queens	11373
9916	Queens	11368
9917	Brooklyn	11249
9918	Queens	11416
9919	Manhattan	10001
9920	Manhattan	10018
9921	Queens	11432
9922	Queens	11368
9923	Brooklyn	11233
9924	Brooklyn	11216
9925	Brooklyn	11249
9926	Manhattan	10002
9927	Manhattan	10011
9928	Brooklyn	11218
9929	Queens	11435
9930	Queens	11103
9931	Brooklyn	11221
9932	Manhattan	10019
9933	Manhattan	10065
9934	Queens	11368
9935	Manhattan	10024
9936	Queens	11357
9937	Manhattan	10009
9938	Queens	11103
9939	Brooklyn	11215
9940	Brooklyn	11238
9941	Queens	11103
9942	Brooklyn	11206
9943	Queens	11368
9944	Manhattan	10028
9945	Manhattan	10014
9946	Brooklyn	11218
9947	Brooklyn	11217
9948	Manhattan	10003
9949	Brooklyn	11231
9950	Manhattan	10002
9951	Manhattan	10002
9952	Manhattan	10016
9953	Queens	11419
9954	Manhattan	10029
9955	Manhattan	10025
9956	Brooklyn	11209
9957	Manhattan	10004
9958	Queens	11357
9959	Manhattan	10028
9960	Manhattan	10013
9961	Brooklyn	11234
9962	Brooklyn	11211
9963	Manhattan	10009
9964	Manhattan	10016
9965	Manhattan	10011
9966	Queens	11105
9967	Manhattan	10016
9968	Manhattan	10002
9969	Queens	11368
9970	Manhattan	10026
9971	Bronx	10472
9972	Manhattan	10009
9973	Brooklyn	11223
9974	Manhattan	10013
9975	Manhattan	10012
9976	Queens	11103
9977	Brooklyn	11237
9978	Manhattan	10036
9979	Manhattan	10018
9980	Manhattan	10019
9981	Manhattan	10001
9982	Brooklyn	11220
9983	Queens	11101
9984	Queens	11101
9985	Manhattan	10036
9986	Brooklyn	11237
9987	Queens	11385
9988	Brooklyn	11201
9989	Manhattan	10028
9990	Staten Island	10301
9991	Manhattan	10001
9992	Queens	11368
9993	Brooklyn	11216
9994	Manhattan	10019
9995	Manhattan	10065
9996	Manhattan	10014
9997	Manhattan	10003
9998	Bronx	10476
9999	Brooklyn	11209
10000	Manhattan	10010
10001	Queens	11354
10002	Brooklyn	11217
10003	Brooklyn	11201
10004	Manhattan	10023
10005	Bronx	10458
10006	Queens	11373
10007	Manhattan	10128
10008	Brooklyn	11232
10009	Brooklyn	11216
10010	Staten Island	10306
10011	Queens	11373
10012	Queens	11385
10013	Brooklyn	11201
10014	Manhattan	10038
10015	Queens	11417
10016	Manhattan	10011
10017	Manhattan	10065
10018	Brooklyn	11225
10019	Queens	11369
10020	Brooklyn	11215
10021	Brooklyn	11207
10022	Manhattan	10003
10023	Brooklyn	11249
10024	Manhattan	10013
10025	Manhattan	10065
10026	Brooklyn	11238
10027	Manhattan	10011
10028	Bronx	10454
10029	Bronx	10454
10030	Brooklyn	11228
10031	Queens	11426
10032	Manhattan	10026
10033	Manhattan	10011
10034	Queens	11372
10035	Queens	11105
10036	Brooklyn	11211
10037	Queens	11101
10038	Brooklyn	11249
10039	Brooklyn	11232
10040	Manhattan	10027
10041	Manhattan	10003
10042	Brooklyn	11209
10043	Brooklyn	11230
10044	Queens	11101
10045	Queens	11372
10046	Manhattan	10040
10047	Manhattan	10027
10048	Queens	11365
10049	Brooklyn	11237
10050	Brooklyn	11231
10051	Manhattan	10017
10052	Manhattan	10013
10053	Manhattan	10001
10054	Manhattan	11373
10055	Queens	11101
10056	Manhattan	10013
10057	Manhattan	10033
10058	Manhattan	10026
10059	Brooklyn	11235
10060	Brooklyn	11208
10061	Brooklyn	11211
10062	Manhattan	10027
10063	Manhattan	10026
10064	Manhattan	10004
10065	Brooklyn	11217
10066	Manhattan	10013
10067	Bronx	10463
10068	Queens	11378
10069	Queens	10002
10070	Manhattan	10017
10071	Brooklyn	11222
10072	Manhattan	10025
10073	Manhattan	10065
10074	Brooklyn	11223
10075	Bronx	10462
10076	Queens	11368
10077	Manhattan	10002
10078	Brooklyn	11209
10079	Manhattan	10014
10080	Manhattan	10009
10081	Manhattan	10028
10082	Bronx	10462
10083	Brooklyn	11237
10084	Manhattan	10001
10085	Queens	11377
10086	Brooklyn	11249
10087	Queens	11101
10088	Brooklyn	11220
10089	Manhattan	10038
10090	Brooklyn	11220
10091	Manhattan	10018
10092	Queens	11372
10093	Manhattan	10003
10094	Brooklyn	11216
10095	Queens	11354
10096	Manhattan	10013
10097	Manhattan	10013
10098	Brooklyn	11230
10099	Brooklyn	11201
10100	Manhattan	10016
10101	Manhattan	10019
10102	Manhattan	10001
10103	Queens	11414
10104	Manhattan	11211
10105	Manhattan	10029
10106	Brooklyn	11220
10107	Brooklyn	11238
10108	Manhattan	10003
10109	Brooklyn	11230
10110	Manhattan	10019
10111	Brooklyn	11581
10112	Bronx	10455
10113	Manhattan	10075
10114	Queens	11385
10115	Queens	11385
10116	Manhattan	10012
10117	Manhattan	10014
10118	Queens	11372
10119	Queens	11103
10120	Manhattan	10012
10121	Manhattan	10025
10122	Queens	11364
10123	Queens	11105
10124	Brooklyn	11226
10125	Manhattan	10033
10126	Manhattan	10003
10127	Brooklyn	11237
10128	Manhattan	10021
10129	Bronx	10455
10130	Queens	11375
10131	Brooklyn	11215
10132	Manhattan	10036
10133	Manhattan	10014
10134	Queens	11377
10135	Queens	11372
10136	Queens	11101
10137	Bronx	10465
10138	Manhattan	10003
10139	Manhattan	10033
10140	Queens	11373
10141	Manhattan	10012
10142	Queens	11103
10143	Manhattan	10011
10144	Queens	11103
10145	Manhattan	10009
10146	Manhattan	10002
10147	Brooklyn	11216
10148	Brooklyn	11249
10149	Queens	11435
10150	Brooklyn	11220
10151	Brooklyn	11207
10152	Manhattan	10018
10153	Manhattan	10011
10154	Staten Island	10314
10155	Manhattan	10280
10156	Queens	11372
10157	Manhattan	10009
10158	Bronx	10472
10159	Queens	11377
10160	Brooklyn	11220
10161	Brooklyn	11201
10162	Brooklyn	11230
10163	Manhattan	10017
10164	Manhattan	10014
10165	Staten Island	10301
10166	Brooklyn	11205
10167	Queens	11354
10168	Brooklyn	11234
10169	Manhattan	10013
10170	Brooklyn	11220
10171	Queens	11367
10172	Brooklyn	11201
10173	Manhattan	10004
10174	Manhattan	10003
10175	Manhattan	10024
10177	Manhattan	10016
10178	Bronx	10470
10179	Brooklyn	11238
10180	Brooklyn	11238
10181	Queens	11105
10182	Queens	11101
10183	Manhattan	10005
10184	Brooklyn	11206
10185	Manhattan	10014
10186	Queens	11106
10187	Queens	11101
10188	Queens	11377
10189	Manhattan	10019
10190	Bronx	10469
10191	Brooklyn	11222
10192	Queens	11694
10193	Manhattan	10007
10194	Queens	11106
10195	Queens	11103
10196	Brooklyn	11231
10197	Brooklyn	11229
10198	Brooklyn	11215
10199	Manhattan	10009
10200	Brooklyn	11208
10201	Queens	11105
10202	Brooklyn	11217
10203	Manhattan	10003
10204	Manhattan	10009
10205	Manhattan	10028
10206	Bronx	10458
10207	Manhattan	10023
10208	Queens	11358
10209	Manhattan	10014
10210	Queens	11385
10211	Brooklyn	11218
10212	Manhattan	10019
10213	Manhattan	10012
10214	Brooklyn	11211
10215	Brooklyn	11238
10216	Staten Island	10301
10217	Manhattan	10018
10218	Brooklyn	11213
10219	Manhattan	10028
10220	Queens	11103
10221	Manhattan	10014
10222	Brooklyn	11218
10223	Brooklyn	11209
10224	Queens	11354
10225	Manhattan	10010
10226	Bronx	10472
10227	Queens	11104
10228	Brooklyn	11209
10229	Queens	11385
10230	Brooklyn	11215
10231	Brooklyn	11238
10232	Brooklyn	11237
10233	Manhattan	10019
10234	Queens	11372
10235	Manhattan	10019
10236	Brooklyn	11232
10237	Queens	11694
10238	Brooklyn	11217
10239	Bronx	10462
10240	Bronx	10462
10241	Manhattan	10001
10242	Manhattan	10024
10243	Manhattan	10001
10244	Queens	11375
10245	Queens	11104
10246	Manhattan	10022
10247	Manhattan	10012
10248	Manhattan	10128
10249	Manhattan	10013
10250	Queens	11377
10251	Manhattan	10017
10252	Manhattan	10009
10253	Queens	11418
10254	Brooklyn	11211
10255	Manhattan	10024
10256	Brooklyn	11215
10257	Brooklyn	11221
10258	Brooklyn	11249
10259	Brooklyn	11215
10260	Manhattan	10013
10261	Manhattan	10014
10262	Brooklyn	11215
10263	Manhattan	10021
10264	Manhattan	10003
10265	Manhattan	10019
10266	Manhattan	10010
10267	Queens	11249
10268	Brooklyn	11220
10269	Queens	11103
10270	Manhattan	10012
10271	Queens	11432
10272	Manhattan	10022
10273	Manhattan	10003
10274	Manhattan	10016
10275	Manhattan	10009
10276	Brooklyn	11230
10277	Manhattan	10011
10278	Queens	11361
10279	Brooklyn	11220
10280	Queens	11105
10281	Queens	11361
10282	Queens	11372
10283	Queens	11368
10284	Manhattan	10128
10285	Manhattan	10002
10286	Queens	11355
10287	Queens	11374
10288	Manhattan	10003
10289	Manhattan	10033
10290	Manhattan	10012
10291	Brooklyn	11238
10292	Manhattan	10128
10293	Manhattan	10004
10294	Manhattan	10004
10295	Manhattan	10001
10296	Brooklyn	11231
10297	Brooklyn	11237
10298	Manhattan	10005
10299	Brooklyn	11220
10300	Manhattan	10013
10301	Brooklyn	11201
10302	Manhattan	10003
10303	Brooklyn	11235
10304	Manhattan	10005
10305	Queens	11368
10306	Bronx	10451
10307	Manhattan	10011
10308	Brooklyn	11232
10309	Brooklyn	11211
10310	Queens	11372
10311	Brooklyn	11222
10312	Manhattan	10003
10313	Manhattan	10004
10314	Manhattan	10036
10315	Manhattan	10017
10316	Queens	11106
10317	Bronx	10472
10318	Manhattan	10017
10319	Queens	11372
10320	Brooklyn	11222
10321	Brooklyn	11201
10322	Manhattan	10019
10323	Manhattan	10038
10324	Queens	11414
10325	Queens	11367
10326	Manhattan	10025
10327	Brooklyn	11215
10328	Brooklyn	11206
10329	Staten Island	10314
10330	Manhattan	10012
10331	Brooklyn	11203
10332	Manhattan	10016
10333	Manhattan	10003
10334	Manhattan	10002
10335	Manhattan	10002
10336	Bronx	10451
10337	Manhattan	10014
10338	Manhattan	10010
10339	Brooklyn	11215
10340	Queens	11373
10341	Brooklyn	11201
10342	Manhattan	10016
10343	Manhattan	10017
10344	Queens	11249
10345	Manhattan	10002
10346	Manhattan	10012
10347	Brooklyn	11235
10348	Queens	11103
10349	Manhattan	10002
10350	Queens	11357
10351	Manhattan	10003
10352	Queens	11361
10353	Bronx	10455
10354	Bronx	10467
10355	Queens	11104
10356	Brooklyn	11249
10357	Queens	11105
10358	Brooklyn	11215
10359	Brooklyn	11221
10360	Brooklyn	11218
10361	Brooklyn	11211
10362	Manhattan	10003
10363	Queens	11378
10364	Brooklyn	11209
10365	Manhattan	10011
10366	Manhattan	10003
10367	Queens	11105
10368	Queens	11104
10369	Manhattan	10038
10370	Manhattan	10014
10371	Brooklyn	11238
10372	Queens	11106
10373	Brooklyn	11217
