	Facility #	Business Type
1360	7114371	RS 
1361	7079630	RS 
1362	7107597	RS 
1363	2030370	RS 
1364	7089935	RS 
1365	7081745	RS 
1366	7104246	RS 
1367	7118816	RS 
1368	7089636	RS 
1369	7116652	RSB
1370	7127052	RSB
1371	7123017	RS 
1372	7114589	RS 
1373	7109914	RSB
1374	7004402	RSB
1375	7117026	RS 
1376	7120742	RS 
1377	7086337	RS 
1378	2030568	RS 
1379	7099851	RSB
1380	7092228	RSB
1381	7064746	RS 
1382	2030437	RS 
1383	7115231	RS 
1384	7087042	RS 
1385	7123441	RS 
1386	7008850	RSB
1387	7065901	RS 
1388	7117806	RS 
1389	7121979	RS 
1390	7116617	RS 
1391	7121199	RS 
1392	7122683	RSB
1393	7122494	RS 
1394	7120829	RS 
1395	7114495	RSB
1396	7106900	RSB
1397	7055858	RS 
1398	7104386	RS 
1399	7106079	RS 
1400	7125015	RSB
1401	7115176	RS 
1402	7116374	RS 
1403	7126054	RS 
1404	7027477	RSB
1405	7118692	RS 
1406	7104918	RS 
1407	7103243	RS 
1408	2031351	RSB
1409	7115006	RS 
1410	7113953	RS 
1411	7102212	RS 
1412	7125356	RS 
1413	7089005	RS 
1414	7067758	RS 
1415	7119660	RS 
1416	7118452	RS 
1417	7114602	RSB
1418	7056697	RSB
1419	7101077	RS 
1420	7069147	RS 
1421	7115296	RS 
1422	7115554	RS 
1423	7111024	RS 
1424	7127453	RSB
1425	7116798	RS 
1426	7075238	RS 
1427	7119041	RSB
1428	7078386	RSB
1429	7122556	RSB
1430	7104939	RS 
1431	7102980	RS 
1432	7106280	RS 
1433	7117451	RS 
1434	7118060	RS 
1435	7126445	RSB
1436	7116244	RSB
1437	2030162	RSB
1438	7126932	RSB
1439	7111023	RSB
1440	7115815	RSB
1441	7098407	RS 
1442	7114004	RS 
1443	7113483	RS 
1444	7120402	RSB
1445	2030228	RSB
1446	7101310	RS 
1447	7082135	RS 
1448	7111809	RSB
1449	7122790	RS 
1450	7113439	RSB
1451	7110938	RS 
1452	7108837	RS 
1453	7111655	RSB
1454	2031400	RSB
1455	7083374	RSB
1456	7120699	RS 
1457	7114313	RSB
1458	7097234	RS 
1459	2030972	RS 
1460	7073171	RS 
1461	7082299	RS 
1462	7106572	RSB
1463	7113847	RS 
1464	7115824	RS 
1465	7118077	RS 
1466	7123453	RSB
1467	7119685	RS 
1468	7125961	RS 
1469	7126886	RS 
1470	7115791	RS 
1471	7048901	RSB
1472	7103820	RS 
1473	7115797	RS 
1474	7120421	RS 
1475	7087995	RS 
1476	7116796	RS 
1477	7036302	RS 
1478	7113526	RS 
1479	7121860	RS 
1480	7112237	RS 
1481	7115081	RSB
1482	7119444	RS 
1483	7099866	RS 
1484	7116690	RS 
1485	7105387	RS 
1486	2030352	RS 
1487	7112538	RSB
1488	7116619	RS 
1489	2030216	RSB
1490	7126167	RS 
1491	7127474	RSB
1492	7101208	RS 
1493	7069427	RS 
1494	7121383	RS 
1495	7006267	RS 
1496	7096753	RS 
1497	7121580	RS 
1498	7109274	RS 
1499	7112882	RS 
1500	7106266	RS 
1501	7081343	RS 
1502	7110163	RS 
1503	7118262	RS 
1504	7119508	RS 
1505	7095225	RS 
1506	7088576	RS 
1507	7126446	RS 
1508	7110800	RS 
1509	7097942	RS 
1510	7115526	RSB
1511	7093393	RS 
1512	7112390	RS 
1513	7076485	RS 
1514	7040303	RS 
1515	7123343	RS 
1516	7099686	RS 
1517	7117848	RS 
1518	7113324	RS 
1519	7098913	RS 
1520	2031389	RS 
1521	7104273	RSB
1522	7108372	RSB
1523	7120155	RS 
1524	7066430	RS 
1525	7097901	RS 
1526	2030551	RSB
1527	7124928	RSB
1528	7096648	RS 
1529	7109378	RS 
1530	7118962	RS 
1531	7121086	RS 
1532	7115388	RS 
1533	7091086	RS 
1534	7121453	RS 
1535	7120914	RS 
1536	7116770	RS 
1537	7085461	RS 
1538	7113141	RS 
1539	7119413	RS 
1540	7118827	RSB
1541	7100111	RS 
1542	7119180	RS 
1543	7108727	RS 
1544	7125195	RSB
1545	7125868	RS 
1546	7118937	RS 
1547	7110558	RSB
1548	7090861	RS 
1549	7110477	RS 
1550	7108603	RS 
1551	7115364	RS 
1552	7108602	RS 
1553	7042299	RS 
1554	7113235	RS 
1555	7114257	RS 
1556	7003879	RSB
1557	7027936	RS 
1558	2030109	RSB
1559	2030503	RS 
1560	7113032	RS 
1561	7111841	RS 
1562	7074403	RSB
1563	7026057	RS 
1564	7044598	RS 
1565	7094627	RS 
1566	7090746	RS 
1567	2031199	RS 
1568	7111323	RSB
1569	7112141	RS 
1570	7111691	RS 
1571	7108624	RS 
1572	7112012	RS 
1573	7119788	RS 
1574	7120249	RSB
1575	7126961	RSB
1576	7123263	RSB
1577	7118924	RS 
1578	7116075	RS 
1579	7113938	RS 
1580	7115054	RS 
1581	7100167	RS 
1582	7114077	RS 
1583	7037644	RS 
1584	7124642	RS 
1585	7115740	RS 
1586	7125262	RS 
1587	7125617	RS 
1588	7100623	RS 
1589	7072885	RSB
1590	7124998	RSB
1591	7125278	RSB
1592	7118187	RS 
1593	7124779	RSB
1594	7095014	RS 
1595	7106615	RSB
1596	7040297	RSB
1597	7084491	RS 
1598	7118384	RS 
1599	7117366	RS 
1600	2310046	RS 
1601	7117841	RS 
1602	7117211	RS 
1603	7116350	RS 
1604	7119547	RS 
1605	7118577	RS 
1606	7099083	RSB
1607	7121718	RS 
1608	7079893	RSB
1609	7122167	RS 
1610	7109504	RS 
1611	2030020	RS 
1612	7112482	RS 
1613	7075631	RS 
1614	7112271	RSB
1615	7115748	RS 
1616	7076646	RS 
1617	7098571	RS 
1618	7085964	RSB
1619	7111956	RS 
1620	7119088	RS 
1621	7099385	RS 
1622	7097337	RS 
1623	7094984	RSB
1624	2030381	RS 
1625	7119067	RS 
1626	7118509	RS 
1627	7115699	RS 
1628	7119889	RS 
1629	7055807	RSB
1630	7105566	RS 
1631	7122259	RS 
1632	7101807	RS 
1633	7089139	RS 
1634	7114494	RS 
1635	7117517	RS 
1636	7116702	RS 
1637	7120972	RS 
1638	7125653	RS 
1639	7127080	RS 
1640	2031472	RSB
1641	7116755	RS 
1642	7067632	RS 
1643	2030011	RS 
1644	7104985	RS 
1645	7113996	RS 
1646	7119300	RS 
1647	7116546	RSB
1648	7126696	RS 
1649	7120812	RS 
1650	7092246	RS 
1651	7127384	RS 
1652	7106715	RS 
1653	7116556	RS 
1654	7105426	RS 
1655	7117039	RS 
1656	7099289	RS 
1657	7062413	RS 
1658	7118936	RS 
1659	7101252	RS 
1660	7107584	RS 
1661	7120117	RS 
1662	7102149	RS 
1663	7126469	RS 
1664	7125397	RS 
1665	7107947	RSB
1666	7127466	RS 
1667	7121573	RS 
1668	7120183	RS 
1669	7049935	RS 
1670	7054924	RS 
1671	7125532	RS 
1672	7113834	RS 
1673	7109539	RS 
1674	7105571	RS 
1675	4040136	RS 
1676	7108518	RS 
1677	7084074	RS 
1678	7116045	RS 
1679	7036903	RS 
1680	7104766	RS 
1681	7124160	RS 
1682	7097437	RS 
1683	7113833	RS 
1684	7074189	RS 
1685	7061459	RS 
1686	7123689	RS 
1687	7122026	RS 
1688	7109033	RS 
1689	7072232	RS 
1690	7105336	RS 
1691	7071506	RS 
1692	7106790	RS 
1693	7088390	RS 
1694	7058813	RS 
1695	4040290	RS 
1696	7095927	RS 
1697	7107286	RS 
1698	7120108	RS 
1699	4040412	RS 
1700	7033103	RS 
1701	7114123	RSB
1702	7104299	RS 
1703	7053559	RS 
1704	7100014	RS 
1705	7126489	RS 
1706	7121282	RS 
1707	7126521	RS 
1708	4040316	RS 
1709	7034365	RS 
1710	7117722	RS 
1711	7126070	RS 
1712	7116823	RS 
1713	7111458	RSB
1714	7122906	RS 
1715	7118586	RS 
1716	7067456	RS 
1717	7064498	RSB
1718	4040049	RS 
1719	7085012	RS 
1720	7109573	RS 
1721	7060451	RS 
1722	7088486	RS 
1723	7108420	RS 
1724	7099825	RS 
1725	7102069	RS 
1726	4040215	RS 
1727	7116900	RS 
1728	7117115	RS 
1729	7081307	RS 
1730	7100771	RS 
1731	7120026	RS 
1732	7093979	RSB
1733	7091452	RSB
1734	4040123	RS 
1735	7109244	RS 
1736	7117960	RS 
1737	7030570	RS 
1738	7018182	RS 
1739	7100259	RS 
1740	7071241	RS 
1741	7087747	RSB
1742	7121619	RS 
1743	7092065	RSB
1744	7027473	RS 
1745	7105916	RS 
1746	7108182	RSB
1747	7054254	RS 
1748	7024090	RS 
1749	7066934	RS 
1750	7066936	RS 
1751	7103019	RS 
1752	7090280	RS 
1753	4040489	RS 
1754	7114853	RS 
1755	7117914	RS 
1756	7087347	RS 
1757	7084621	RS 
1758	7100659	RS 
1759	7121228	RS 
1760	4040511	RS 
1761	7120123	RS 
1762	7120128	RS 
1763	4040135	RS 
1764	4040385	RS 
1765	4040414	RS 
1766	7003678	RSB
1767	7112847	RS 
1768	7125508	RS 
1769	7062681	RS 
1770	7115723	RS 
1771	7067240	RS 
1772	7123268	RS 
1773	7126329	RS 
1774	7024541	RSB
1775	4040417	RS 
1776	7050879	RS 
1777	7120691	RS 
1778	7026092	RS 
1779	7124283	RS 
1780	7012389	RS 
1781	7089688	RS 
1782	7007041	RS 
1783	4040271	RS 
1784	7116286	RS 
1785	7095423	RS 
1786	7081780	RS 
1787	7067193	RS 
1788	7008363	RS 
1789	7122354	RS 
1790	7037535	RS 
1791	7100041	RSB
1792	7066064	RS 
1793	4040572	RS 
1794	7115677	RS 
1795	7116016	RS 
1796	7018157	RS 
1797	7098218	RS 
1798	7107647	RS 
1799	4040587	RS 
1800	7109191	RS 
1801	4040292	RS 
1802	7091352	RS 
1803	7120932	RS 
1804	7120377	RS 
1805	4040547	RS 
1806	7080890	RS 
1807	7094902	RS 
1808	7091545	RS 
1809	7118374	RS 
1810	7113873	RS 
1811	7119060	RS 
1812	7065476	RS 
1813	7046345	RS 
1814	7034249	RS 
1815	7119556	RS 
1816	7107745	RS 
1817	7037228	RS 
1818	7116925	RS 
1819	7118123	RS 
1820	7059384	RS 
1821	7121855	RS 
1822	7103712	RS 
1823	7125712	RS 
1824	7117368	RS 
1825	7114575	RS 
1826	7088475	RS 
1827	7111656	RS 
1828	7105274	RS 
1829	7127348	RS 
1830	7108710	RS 
1831	7096406	RS 
1832	4040015	RSB
1833	7111044	RS 
1834	7090926	RS 
1835	7117694	RS 
1836	7113432	RS 
1837	7122463	RS 
1838	4040077	RS 
1839	7100033	RS 
1840	7106192	RS 
1841	7115504	RS 
1842	4040074	RS 
1843	7121798	RS 
1844	7113949	RS 
1845	4040216	RS 
1846	7112648	RS 
1847	7045314	RS 
1848	7118422	RSB
1849	7066850	RS 
1850	7112626	RS 
1851	7119410	RS 
1852	7115073	RS 
1853	7029965	RS 
1854	7066935	RS 
1855	4040625	RS 
1856	7100851	RS 
1857	7104928	RS 
1858	7120124	RS 
1859	7111690	RS 
1860	7108496	RS 
1861	7000796	RS 
1862	7000253	RSB
1863	7116654	RS 
1864	7125012	RS 
1865	4040265	RS 
1866	7081784	RS 
1867	7050176	RS 
1868	7098556	RSB
1869	7110203	RS 
1870	7077260	RS 
1871	7033511	RS 
1872	7091616	RS 
1873	7116002	RS 
1874	7120263	RS 
1875	7122391	RS 
1876	7074886	RS 
1877	7107940	RS 
1878	7092846	RS 
1879	7075453	RS 
1880	4040510	RS 
1881	7078648	RS 
1882	7096264	RS 
1883	7041928	RS 
1884	7091435	RS 
1885	7114567	RS 
1886	7114757	RS 
1887	7070458	RS 
1888	4040269	RS 
1889	7104701	RS 
1890	7074742	RS 
1891	4040111	RSB
1892	7116108	RS 
1893	7124349	RS 
1894	7019350	RS 
1895	7126681	RS 
1896	4040037	RS 
1897	7102267	RS 
1898	7110249	RS 
1899	7103886	RSB
1900	7126625	RS 
1901	7127526	RS 
1902	7051260	RS 
1903	7073263	RS 
1904	7060690	RS 
1905	7079934	RS 
1906	7025189	RS 
1907	4040275	RSB
1908	7081888	RS 
1909	7120057	RS 
1910	7066322	RS 
1911	7111661	RS 
1912	7116237	RS 
1913	7089030	RS 
1914	4040554	RS 
1915	7124314	RS 
1916	7119786	RS 
1917	7101832	RS 
1918	7095398	RS 
1919	7123580	RS 
1920	7030164	RS 
1921	7076307	RS 
1922	7087069	RS 
1923	7126806	RS 
1924	7098766	RS 
1925	4040005	RS 
1926	7079332	RS 
1927	7118939	RS 
1928	7108797	RS 
1929	7092466	RS 
1930	7079838	RS 
1931	7115139	RS 
1932	7007511	RS 
1933	4040558	RS 
1934	7111816	RS 
1935	7079822	RS 
1936	7107844	RS 
1937	7100427	RS 
1938	7118396	RS 
1939	7085273	RSB
1940	7123693	RS 
1941	7020017	RS 
1942	4040018	RS 
1943	4040234	RS 
1944	7107299	RS 
1945	4040311	RS 
1946	7067452	RS 
1947	7105723	RS 
1948	7111784	RS 
1949	7100215	RSB
1950	7033071	RS 
1951	7104197	RS 
1952	7090987	RS 
1953	7038198	RS 
1954	7105831	RS 
1955	7120104	RSB
1956	4040133	RS 
1957	7101035	RS 
1958	7125575	RS 
1959	7079628	RS 
1960	4040274	RS 
1961	7029823	RS 
1962	7120167	RS 
1963	7120055	RS 
1964	7119458	RS 
1965	7105800	RS 
1966	4040226	RS 
1967	7092797	RS 
1968	7109162	RS 
1969	7029404	RS 
1970	7045798	RSB
1971	7071487	RS 
1972	7127116	RS 
1973	4040430	RS 
1974	7094910	RS 
1975	7119216	RS 
1976	4040523	RS 
1977	7124362	RS 
1978	4040371	RS 
1979	7071829	RS 
1980	7101303	RS 
1981	7092748	RS 
1982	7111269	RS 
1983	7109134	RS 
1984	7121692	RS 
1985	4040064	RS 
1986	7124956	RS 
1987	7113558	RS 
1988	7039212	RS 
1989	7115958	RS 
1990	7000903	RS 
1991	7125731	RS 
1992	7035251	RS 
1993	7101375	RS 
1994	7088320	RS 
1995	7105508	RS 
1996	7037262	RSB
1997	7056872	RS 
1998	7100327	RS 
1999	7072340	RS 
2000	7116442	RS 
2001	7103300	RSB
2002	7050987	RS 
2003	7119509	RSB
2004	7093282	RSB
2005	7100718	RS 
2006	7102696	RS 
2007	7042918	RS 
2008	7117557	RS 
2009	7112488	RS 
2010	7056625	RS 
2011	7119158	RS 
2012	5050024	RSB
2013	7112191	RS 
2014	5050015	RSB
2015	7039785	RSB
2016	7116475	RS 
2017	7030854	RS 
2018	7055866	RS 
2019	7118473	RS 
2020	7102434	RS 
2021	7119181	RS 
2022	7066222	RS 
2023	7126019	RS 
2024	7034080	RS 
2025	7065995	RS 
2026	7116733	RS 
2027	7125413	RS 
2028	7105534	RS 
2029	7057136	RS 
2030	7018662	RS 
2031	7093319	RS 
2032	7074783	RS 
2033	7082448	RS 
2034	7058216	RS 
2035	7086913	RS 
2036	7098576	RS 
2037	7124250	RS 
2038	5050120	RS 
2039	7109297	RS 
2040	7120581	RS 
2041	7119952	RS 
2042	7092779	RS 
2043	7070384	RS 
2044	7066156	RSB
2045	7044755	RS 
2046	7106687	RS 
2047	7101925	RS 
2048	7096347	RS 
2049	5050115	RS 
2050	7097926	RS 
2051	7117731	RS 
2052	7123252	RS 
2053	7110953	RS 
2054	7083874	RS 
2055	7112265	RSB
2056	7089768	RS 
2057	7121441	RS 
2058	7095617	RS 
2059	5050217	RS 
2060	7115684	RS 
2061	7115578	RS 
2062	7089697	RS 
2063	7124376	RSB
2064	7007054	RS 
2065	7110653	RS 
2066	7071933	RSB
2067	7029769	RS 
2068	7125651	RS 
2069	7097934	RS 
2070	7095012	RS 
2071	7124583	RS 
2072	5070413	RS 
2073	7085126	RS 
2074	7106938	RS 
2075	7079735	RS 
2076	7086059	RS 
2077	5050074	RSB
2078	7114422	RS 
2079	7023909	RS 
2080	7080898	RS 
2081	7123433	RS 
2082	7115088	RS 
2083	7118961	RS 
2084	7118516	RS 
2085	7113033	RS 
2086	5050185	RSB
2087	7106780	RS 
2088	7024600	RS 
2089	7120696	RS 
2090	7114415	RS 
2091	7065156	RS 
2092	7024793	RSB
2093	5050136	RS 
2094	7106879	RS 
2095	7127215	RS 
2096	7121379	RS 
2097	7097479	RS 
2098	7121483	RS 
2099	7104961	RS 
2100	7081071	RS 
2101	7019427	RS 
2102	7030819	RS 
2103	7026275	RS 
2104	7101115	RS 
2105	7104573	RS 
2106	7122424	RS 
2107	7124451	RSB
2108	7076421	RS 
2109	7121493	RS 
2110	7002147	RS 
2111	7109574	RS 
2112	7109395	RS 
2113	7117617	RS 
2114	7088208	RSB
2115	5050022	RS 
2116	5050200	RS 
2117	7109168	RS 
2118	7022139	RS 
2119	7122179	RS 
2120	7033556	RS 
2121	7097951	RS 
2122	5050179	RS 
2123	7070915	RSB
2124	7007087	RS 
2125	7114901	RS 
2126	7092173	RS 
2127	7097061	RS 
2128	7104872	RS 
2129	7117335	RS 
2130	7121751	RS 
2131	7067647	RS 
2132	7058128	RS 
2133	7119563	RS 
2134	5050298	RS 
2135	7051848	RS 
2136	7125963	RS 
2137	7125444	RS 
2138	7104395	RS 
2139	7079659	RS 
2140	7077017	RS 
2141	7102770	RS 
2142	7108732	RS 
2143	7103675	RS 
2144	7026480	RS 
2145	7039530	RS 
2146	7030149	RS 
2147	7085579	RS 
2148	7112987	RS 
2149	7011746	RS 
2150	7027927	RS 
2151	7122363	RS 
2152	7051709	RS 
2153	7123942	RS 
2154	7126885	RSB
2155	7069915	RS 
2156	7091828	RSB
2157	7112389	RS 
2158	7082769	RS 
2159	7035369	RS 
2160	7104579	RS 
2161	5050199	RS 
2162	7086118	RSB
2163	7072482	RSB
2164	7060421	RS 
2165	7079829	RSB
2166	7023211	RSB
2167	7043056	RSB
2168	5050281	RS 
2169	7123904	RS 
2170	7001871	RS 
2171	7098052	RS 
2172	7106165	RS 
2173	7090334	RS 
2174	7099680	RS 
2175	7117511	RS 
2176	7086602	RSB
2177	7097001	RS 
2178	7122769	RS 
2179	7117738	RS 
2180	7106655	RS 
2181	7086034	RS 
2182	7093916	RS 
2183	7077215	RS 
2184	7094120	RS 
2185	7072128	RS 
2186	7108395	RS 
2187	7011177	RS 
2188	7099353	RS 
2189	7030920	RSB
2190	7113713	RS 
2191	7110088	RS 
2192	7120892	RS 
2193	4060139	RS 
2194	7109863	RS 
2195	7054144	RS 
2196	7107303	RS 
2197	7109130	RSB
2198	7039428	RS 
2199	4060214	RS 
2200	7008169	RSB
2201	7124639	RS 
2202	7094543	RS 
2203	7052085	RS 
2204	7127367	RS 
2205	7059269	RS 
2206	7113635	RS 
2207	7073623	RS 
2208	7111393	RS 
2209	7127430	RS 
2210	7112036	RS 
2211	7125890	RS 
2212	7001858	RS 
2213	7109587	RS 
2214	7081005	RS 
2215	4060015	RS 
2216	7117576	RS 
2217	7100550	RS 
2218	7044165	RS 
2219	7122985	RS 
2220	7063813	RS 
2221	7127173	RS 
2222	7093101	RS 
2223	7002527	RS 
2224	4500043	RS 
2225	7076720	RS 
2226	7034468	RSB
2227	7084623	RS 
2228	7021184	RS 
2229	7058324	RS 
2230	7108057	RS 
2231	4060078	RS 
2232	7103025	RS 
2233	7097423	RS 
2234	7090467	RS 
2235	7117933	RS 
2236	7062904	RS 
2237	4060072	RS 
2238	7074052	RSB
2239	7102581	RS 
2240	7102701	RS 
2241	7115066	RS 
2242	7119764	RS 
2243	4060014	RS 
2244	7096998	RSB
2245	7094333	RS 
2246	7098912	RS 
2247	7004732	RS 
2248	7119109	RS 
2249	7099514	RS 
2250	7110032	RS 
2251	7029911	RS 
2252	4060099	RSB
2253	7124312	RSB
2254	7067723	RS 
2255	7111194	RS 
2256	7094895	RS 
2257	7066251	RS 
2258	7090904	RS 
2259	7003172	RS 
2260	7119885	RSB
2261	7039041	RSB
2262	7113528	RS 
2263	7095814	RS 
2264	7115788	RS 
2265	7113862	RS 
2266	7066696	RS 
2267	7094054	RS 
2268	7124446	RS 
2269	7101775	RS 
2270	7117884	RS 
2271	7024767	RS 
2272	7123054	RS 
2273	7093554	RS 
2274	7113066	RS 
2275	7095785	RSB
2276	7070588	RSB
2277	7070748	RS 
2278	7116072	RS 
2279	7126178	RS 
2280	7115632	RS 
2281	7124281	RS 
2282	7098495	RS 
2283	7058703	RS 
2284	7111102	RS 
2285	7127458	RS 
2286	7057207	RS 
2287	7096733	RSB
2288	7123144	RS 
2289	7065514	RS 
2290	4060177	RS 
2291	4060212	RS 
2292	7110475	RS 
2293	7108469	RS 
2294	7003725	RS 
2295	7074705	RS 
2296	7104736	RS 
2297	7111890	RS 
2298	7105594	RS 
2299	7107172	RS 
2300	7090298	RS 
2301	7066860	RS 
2302	7036260	RSB
2303	7118340	RS 
2304	7089731	RSB
2305	7100174	RS 
2306	7100542	RS 
2307	7055923	RS 
2308	7106548	RS 
2309	7122277	RS 
2310	7052582	RS 
2311	7090400	RS 
2312	7093699	RS 
2313	7108220	RS 
2314	7109735	RS 
2315	7004425	RS 
2316	4060209	RS 
2317	7060119	RS 
2318	4340291	RS 
2319	7045665	RS 
2320	7084189	RS 
2321	7048055	RSB
2322	7089357	RS 
2323	7093041	RS 
2324	7096273	RS 
2325	7077588	RS 
2326	7000739	RSB
2327	7045394	RS 
2328	7092873	RS 
2329	7082657	RS 
2330	4060010	RS 
2331	7058150	RSB
2332	7087607	RSB
2333	7121410	RS 
2334	7125198	RSB
2335	4060159	RS 
2336	7121055	RS 
2337	7064396	RS 
2338	7096253	RS 
2339	7056998	RS 
2340	4060204	RS 
2341	7117755	RS 
2342	7067001	RS 
2343	7112165	RS 
2344	7109727	RS 
2345	7061371	RS 
2346	7113012	RS 
2347	7110092	RS 
2348	7093547	RS 
2349	7081022	RS 
2350	7076296	RS 
2351	7030355	RS 
2352	7126729	RS 
2353	7103056	RS 
2354	7072056	RS 
2355	7118477	RS 
2356	7026391	RS 
2357	7033579	RSB
2358	7121606	RS 
2359	7041559	RS 
2360	7113217	RS 
2361	7089898	RS 
2362	7056682	RS 
2363	7096068	RS 
2364	7094724	RS 
2365	7074284	RS 
2366	7080593	RS 
2367	7048885	RS 
2368	7064433	RS 
2369	7111698	RS 
2370	7001991	RS 
2371	7068184	RS 
2372	5070046	RS 
2373	7111066	RS 
2374	7080183	RS 
2375	7097369	RS 
2376	7123109	RS 
2377	7084159	RS 
2378	7110125	RS 
2379	5151852	RS 
2380	7099133	RS 
2381	7060433	RS 
2382	7099735	RS 
2383	7112711	RS 
2384	7086831	RS 
2385	5070105	RS 
2386	7123150	RS 
2387	7124292	RS 
2388	7111158	RS 
2389	7115630	RS 
2390	7094231	RS 
2391	7122664	RS 
2392	7095546	RS 
2393	7078595	RS 
2394	7064929	RS 
2395	7107219	RSB
2396	5070519	RS 
2397	7032023	RS 
2398	7107365	RS 
2399	7113296	RS 
2400	7111042	RSB
2401	7089815	RS 
2402	7095053	RS 
2403	7119669	RS 
2404	7097652	RSB
2405	7100424	RS 
2406	7127282	RS 
2407	5070193	RSB
2408	7091864	RS 
2409	7048909	RS 
2410	5070006	RS 
2411	7109628	RSB
2412	7088869	RS 
2413	7081833	RS 
2414	7120141	RS 
2415	7104953	RS 
2416	7106700	RSB
2417	7093810	RS 
2418	7114741	RS 
2419	7021914	RS 
2420	7101424	RS 
2421	7092406	RS 
2422	5070175	RS 
2423	7117279	RSB
2424	5070333	RS 
2425	7090344	RS 
2426	7121207	RS 
2427	5070209	RS 
2428	7127482	RSB
2429	7120460	RSB
2430	7105436	RS 
2431	7027121	RSB
2432	7100229	RS 
2433	7031414	RS 
2434	5070102	RS 
2435	7099677	RS 
2436	7121197	RS 
2437	7073394	RS 
2438	7047234	RS 
2439	7102012	RS 
2440	7113739	RS 
2441	7043068	RS 
2442	7045996	RS 
2443	7001254	RS 
2444	7122125	RS 
2445	7090389	RS 
2446	7054573	RS 
2447	7108312	RS 
2448	7119534	RS 
2449	7027694	RS 
2450	7079856	RS 
2451	5070507	RS 
2452	7113234	RS 
2453	5070335	RS 
2454	7123454	RS 
2455	7116605	RS 
2456	7048226	RS 
2457	5070222	RS 
2458	7027120	RS 
2459	7075430	RSB
2460	7100925	RSB
2461	7042101	RS 
2462	7042113	RSB
2463	7115213	RS 
2464	5070179	RS 
2465	5070181	RS 
2466	7071604	RS 
2467	5070220	RSB
2468	7107484	RS 
2469	5070020	RS 
2470	7062764	RS 
2471	7029246	RS 
2472	7050549	RS 
2473	7069435	RS 
2474	7109313	RSB
2475	7079853	RS 
2476	7124781	RS 
2477	7121690	RS 
2478	5070058	RS 
2479	7105572	RS 
2480	7119150	RS 
2481	7116171	RS 
2482	7026319	RS 
2483	7123573	RS 
2484	7092245	RS 
2485	7103500	RS 
2486	5070151	RS 
2487	7123628	RSB
2488	7125797	RS 
2489	7017485	RS 
2490	7102637	RS 
2491	7006820	RS 
2492	7098490	RS 
2493	7075473	RS 
2494	7105757	RS 
2495	7078162	RS 
2496	5070462	RSB
2497	7098255	RS 
2498	7125836	RS 
2499	7076098	RS 
2500	5070097	RS 
2501	7086877	RS 
2502	5070471	RSB
2503	7108054	RSB
2504	7101225	RS 
2505	5070393	RSB
2506	7108942	RS 
2507	7125482	RS 
2508	7125424	RS 
2509	7109772	RS 
2510	7091766	RS 
2511	7077645	RSB
2512	7048702	RS 
2513	5070321	RS 
2514	7118143	RS 
2515	7119727	RS 
2516	7118033	RS 
2517	7078745	RS 
2518	7066285	RS 
2519	5070427	RS 
2520	7093317	RS 
2521	5070002	RS 
2522	5070036	RS 
2523	7124904	RS 
2524	7122697	RS 
2525	7116496	RS 
2526	5070282	RS 
2527	5070231	RSB
2528	7118623	RSB
2529	7122156	RS 
2530	7084257	RS 
2531	7124507	RS 
2532	5070126	RS 
2533	5070292	RS 
2534	7001444	RS 
2535	7017906	RS 
2536	7090294	RS 
2537	7126763	RS 
2538	7040535	RS 
2539	7120153	RS 
2540	7000037	RS 
2541	7008649	RS 
2542	7106772	RS 
2543	5070309	RS 
2544	7114421	RSB
2545	7002694	RS 
2546	7120843	RS 
2547	7104942	RS 
2548	7117774	RS 
2549	7022103	RS 
2550	7055630	RS 
2551	5070416	RS 
2552	7079678	RS 
2553	7124721	RS 
2554	5070526	RS 
2555	7106542	RS 
2556	7119550	RS 
2557	7051661	RS 
2558	7107150	RS 
2559	7060692	RS 
2560	5070456	RS 
2561	7113836	RS 
2562	7099021	RSB
2563	7084058	RS 
2564	7125020	RS 
2565	7020671	RSB
2566	7123501	RS 
2567	7087983	RS 
2568	7126734	RS 
2569	7104765	RSB
2570	7042613	RS 
2571	7025699	RS 
2572	7022498	RS 
2573	7067634	RS 
2574	7063913	RS 
2575	7070298	RS 
2576	5070403	RS 
2577	7116207	RS 
2578	7120883	RS 
2579	7117133	RS 
2580	7123792	RSB
2581	7056072	RSB
2582	7007535	RSB
2583	5070207	RS 
2584	7123554	RS 
2585	7123100	RS 
2586	7122974	RS 
2587	7120093	RS 
2588	7114583	RS 
2589	7081130	RS 
2590	7113783	RS 
2591	7001434	RS 
2592	7055119	RS 
2593	7014303	RS 
2594	7122629	RS 
2595	7068245	RS 
2596	7095674	RS 
2597	7064821	RS 
2598	5070086	RS 
2599	7097829	RS 
2600	7100970	RS 
2601	7064267	RS 
2602	7025986	RSB
2603	5070379	RS 
2604	5070225	RS 
2605	7111479	RS 
2606	7023725	RS 
2607	7035258	RS 
2608	7078058	RS 
2609	7061042	RS 
2610	5070300	RS 
2611	7074901	RS 
2612	7096128	RS 
2613	7046976	RS 
2614	7100045	RSB
2615	7104099	RS 
2616	7022154	RS 
2617	7093928	RS 
2618	7126012	RS 
2619	7047173	RS 
2620	7075566	RS 
2621	5070183	RS 
2622	7109526	RS 
2623	7075670	RS 
2624	7111406	RS 
2625	7019425	RS 
2626	7108558	RS 
2627	7102990	RS 
2628	7069852	RSB
2629	7112306	RS 
2630	5070190	RS 
