	Facility #	Business Type
11363	7111763	RS 
11364	7117153	RS 
11365	5320392	RS 
11366	7118664	RS 
11367	7095783	RS 
11368	7062630	RS 
11369	5320353	RS 
11370	5320042	RS 
11371	7106806	RS 
11372	7062706	RS 
11373	7088487	RS 
11374	7074237	RS 
11375	5320577	RS 
11376	7093146	RSB
11377	7112427	RS 
11378	7074891	RS 
11379	7023606	RSB
11380	7072852	RS 
11381	7102590	RS 
11382	7089242	RS 
11383	7083743	RS 
11384	7123597	RS 
11385	7064197	RS 
11386	7125228	RS 
11387	7110967	RS 
11388	7124074	RS 
11389	7118508	RS 
11390	7108053	RS 
11391	7102285	RS 
11392	7124888	RS 
11393	7099584	RS 
11394	5320324	RS 
11395	7119276	RSB
11396	7092182	RS 
11397	7085165	RS 
11398	5320185	RS 
11399	7043993	RS 
11400	7073627	RS 
11401	5320018	RS 
11402	5320052	RS 
11403	7095765	RS 
11404	7093454	RS 
11405	7112396	RS 
11406	7121264	RSB
11407	7089032	RS 
11408	7108016	RS 
11409	7127190	RS 
11410	7111520	RS 
11411	5320182	RSB
11412	7098735	RS 
11413	7047246	RS 
11414	7126294	RS 
11415	7127341	RS 
11416	7126241	RS 
11417	7082048	RS 
11418	7090688	RS 
11419	7104285	RS 
11420	7127330	RS 
11421	5320624	RS 
11422	7122001	RS 
11423	7074212	RS 
11424	7119265	RS 
11425	7101982	RS 
11426	7003788	RS 
11427	7109166	RS 
11428	7120352	RS 
11429	5320546	RSB
11430	7084104	RS 
11431	7087615	RS 
11432	7037562	RSB
11433	7072776	RS 
11434	7124716	RS 
11435	7096293	RS 
11436	7099027	RS 
11437	7125776	RS 
11438	5320525	RS 
11439	7124140	RS 
11440	7021308	RS 
11441	7113469	RS 
11442	5320141	RS 
11443	7116275	RS 
11444	7124887	RSB
11445	7124869	RS 
11446	7104597	RS 
11447	7119029	RS 
11448	7123107	RS 
11449	7117772	RS 
11450	7109087	RS 
11451	5320166	RS 
11452	7120989	RS 
11453	5320087	RS 
11454	7119592	RS 
11455	7105264	RS 
11456	7105600	RS 
11457	7064181	RS 
11458	7101683	RS 
11459	7052638	RSB
11460	7004682	RS 
11461	7048581	RS 
11462	7124221	RS 
11463	7107996	RS 
11464	7109905	RSB
11465	7110388	RS 
11466	7085420	RS 
11467	7087282	RS 
11468	7056520	RSB
11469	7093231	RS 
11470	7122908	RS 
11471	5320381	RS 
11472	7125787	RS 
11473	7015258	RSB
11474	7036181	RS 
11475	7125333	RS 
11476	7052992	RS 
11477	7116013	RS 
11478	7072316	RS 
11479	7089772	RS 
11480	5320288	RS 
11481	7119450	RS 
11482	7048244	RSB
11483	5320263	RSB
11484	7056364	RS 
11485	7028308	RS 
11486	7107431	RS 
11487	7115606	RS 
11488	7121310	RS 
11489	7111521	RS 
11490	7121599	RS 
11491	7049472	RS 
11492	7093716	RS 
11493	7104174	RS 
11494	7125834	RS 
11495	7112855	RSB
11496	7109901	RS 
11497	7120078	RS 
11498	5320172	RS 
11499	7123888	RS 
11500	7107643	RS 
11501	7111449	RS 
11502	7091148	RS 
11503	7044186	RS 
11504	5320344	RS 
11505	5320384	RS 
11506	7042171	RS 
11507	7066722	RSB
11508	7099833	RS 
11509	7111292	RS 
11510	5320396	RSB
11511	7107274	RS 
11512	5320618	RSB
11513	7072014	RS 
11514	7116609	RS 
11515	7089232	RS 
11516	7089925	RS 
11517	7073020	RS 
11518	7125462	RS 
11519	7126728	RS 
11520	7123427	RS 
11521	7106581	RS 
11522	7105751	RS 
11523	7118784	RS 
11524	7113455	RS 
11525	5320282	RS 
11526	5320168	RS 
11527	7091877	RS 
11528	7050496	RS 
11529	5320056	RS 
11530	5320498	RS 
11531	7001660	RSB
11532	7072157	RS 
11533	7071152	RS 
11534	7100074	RSB
11535	7123766	RS 
11536	7051406	RS 
11537	5320112	RS 
11538	7100596	RS 
11539	7049611	RS 
11540	7042109	RS 
11541	7106828	RS 
11542	7095203	RS 
11543	5320560	RS 
11544	7043246	RS 
11545	7102685	RS 
11546	7116267	RS 
11547	5320006	RSB
11548	5320051	RS 
11549	7080636	RS 
11550	7096171	RS 
11551	7030382	RS 
11552	7013394	RS 
11553	7111039	RS 
11554	7025984	RS 
11555	7040941	RS 
11556	7088461	RS 
11557	7023665	RS 
11558	7056988	RS 
11559	5320383	RSB
11560	7084413	RS 
11561	7105702	RS 
11562	7099531	RS 
11563	7107741	RS 
11564	7098125	RS 
11565	7119279	RS 
11566	7089037	RS 
11567	7098614	RS 
11568	7085842	RS 
11569	5320309	RS 
11570	7120859	RS 
11571	5320224	RS 
11572	7084703	RS 
11573	7080272	RS 
11574	7114375	RS 
11575	7116511	RS 
11576	7119291	RS 
11577	7020569	RS 
11578	5320489	RS 
11579	7116099	RS 
11580	7105458	RS 
11581	7090075	RS 
11582	7064747	RS 
11583	5320637	RS 
11584	7024084	RS 
11585	7119437	RS 
11586	7075047	RS 
11587	7044251	RS 
11588	7109082	RS 
11589	7122123	RS 
11590	7094144	RS 
11591	7097195	RS 
11592	7035431	RS 
11593	7097707	RS 
11594	7103759	RS 
11595	5320140	RS 
11596	7041402	RS 
11597	7003461	RSB
11598	7093697	RS 
11599	7078101	RS 
11600	7097686	RS 
11601	7126085	RS 
11602	7023233	RS 
11603	7123708	RS 
11604	7022222	RS 
11605	7027862	RS 
11606	7104351	RS 
11607	7116139	RS 
11608	7089406	RS 
11609	7108902	RS 
11610	7084328	RS 
11611	7096189	RS 
11612	7097886	RS 
11613	7116372	RS 
11614	5320395	RS 
11615	7023483	RSB
11616	7036066	RS 
11617	7093560	RS 
11618	7045789	RS 
11619	7070030	RS 
11620	7039590	RSB
11621	7040850	RS 
11622	7125997	RS 
11623	7115779	RS 
11624	7123661	RS 
11625	7060341	RS 
11626	7100312	RS 
11627	7104676	RS 
11628	7123421	RS 
11629	7046579	RS 
11630	7037003	RSB
11631	7071661	RS 
11632	7043486	RS 
11633	7064857	RS 
11634	7055789	RS 
11635	7123375	RS 
11636	7024392	RS 
11637	7120768	RS 
11638	7023840	RS 
11639	7054832	RS 
11640	7110880	RS 
11641	7027066	RS 
11642	7109275	RS 
11643	7032354	RS 
11644	7091235	RS 
11645	7097344	RS 
11646	7093218	RS 
11647	7057405	RS 
11648	7111297	RS 
11649	7111912	RS 
11650	7103076	RS 
11651	5320290	RSB
11652	7101365	RS 
11653	7099579	RS 
11654	7109688	RS 
11655	7008332	RS 
11656	7123090	RS 
11657	7047430	RS 
11658	7123405	RS 
11659	7122913	RS 
11660	7060185	RSB
11661	7107988	RS 
11662	7095843	RS 
11663	7111838	RS 
11664	7088471	RS 
11665	7032019	RS 
11666	7125600	RS 
11667	5320481	RS 
11668	7099559	RS 
11669	7046386	RS 
11670	7119716	RS 
11671	7110804	RS 
11672	7121605	RS 
11673	7112498	RS 
11674	7054892	RS 
11675	5320345	RS 
11676	7124551	RS 
11677	7040510	RS 
11678	7118907	RS 
11679	7053021	RS 
11680	7099145	RS 
11681	5320021	RS 
11682	7109105	RS 
11683	7112378	RS 
11684	7110937	RSB
11685	7039831	RS 
11686	7103401	RS 
11687	7025544	RS 
11688	7108692	RS 
11689	7057079	RSB
11690	7120881	RS 
11691	7004991	RS 
11692	7109235	RS 
11693	7106463	RS 
11694	7102346	RS 
11695	7097711	RS 
11696	7028017	RS 
11697	7006271	RS 
11698	7053844	RS 
11699	7127251	RSB
11700	7118182	RS 
11701	7096422	RS 
11702	7103081	RS 
11703	7078607	RS 
11704	5320261	RS 
11705	5320337	RS 
11706	7095614	RS 
11707	7070612	RS 
11708	7099936	RS 
11709	7032811	RS 
11710	7109975	RS 
11711	7029222	RS 
11712	7059250	RS 
11713	7111034	RS 
11714	7095015	RS 
11715	7106728	RS 
11716	7035401	RS 
11717	7106152	RS 
11718	7121277	RS 
11719	7117998	RS 
11720	7105196	RS 
11721	7069376	RS 
11722	7106258	RS 
11723	5320543	RSB
11724	7116221	RS 
11725	7027379	RS 
11726	7054015	RS 
11727	7109818	RS 
11728	7091116	RS 
11729	7107179	RS 
11730	7081003	RS 
11731	7059728	RS 
11732	7126033	RS 
11733	7098872	RS 
11734	7085278	RS 
11735	7103328	RS 
11736	7116715	RSB
11737	7082053	RS 
11738	7120824	RS 
11739	7110280	RS 
11740	7087028	RS 
11741	7077581	RS 
11742	7118325	RS 
11743	7039673	RSB
11744	7001170	RS 
11745	7124486	RS 
11746	7121117	RS 
11747	7119909	RS 
11748	7121545	RS 
11749	7121900	RS 
11750	7091914	RSB
11751	7043749	RSB
11752	4330144	RS 
11753	7089998	RSB
11754	7036557	RSB
11755	7032134	RS 
11756	7111252	RS 
11757	7013332	RSB
11758	4330376	RS 
11759	7113800	RS 
11760	4330295	RS 
11761	7006420	RS 
11762	7122634	RS 
11763	7120734	RS 
11764	7028692	RSB
11765	7053134	RS 
11766	7117157	RS 
11767	7071722	RSB
11768	7105469	RS 
11769	4330042	RSB
11770	7084871	RS 
11771	7117702	RS 
11772	7042507	RS 
11773	7123310	RS 
11774	4330169	RS 
11775	4330401	RS 
11776	7104696	RS 
11777	7117246	RS 
11778	7071123	RS 
11779	7038679	RS 
11780	7104118	RSB
11781	7096014	RS 
11782	7124257	RS 
11783	7098053	RS 
11784	7125209	RS 
11785	7112497	RS 
11786	7112856	RS 
11787	7050398	RSB
11788	7099563	RS 
11789	7090544	RSB
11790	7077168	RS 
11791	7000092	RS 
11792	7112624	RS 
11793	7065659	RS 
11794	4330443	RSB
11795	7092885	RS 
11796	7118492	RSB
11797	4330410	RS 
11798	7098853	RSB
11799	7047826	RSB
11800	7124772	RS 
11801	7038859	RS 
11802	4330007	RS 
11803	4330694	RS 
11804	7013073	RS 
11805	7107387	RS 
11806	7086666	RS 
11807	7116844	RSB
11808	4330761	RS 
11809	7103023	RS 
11810	7030730	RS 
11811	4330742	RS 
11812	7107469	RS 
11813	7103757	RS 
11814	7065892	RSB
11815	7101159	RS 
11816	7100755	RS 
11817	7100612	RS 
11818	7116042	RS 
11819	7091689	RS 
11820	7049628	RS 
11821	7076086	RS 
11822	7089236	RS 
11823	7110090	RS 
11824	7100002	RS 
11825	4330058	RSB
11826	4330740	RSB
11827	7118342	RS 
11828	7110233	RSB
11829	7077705	RS 
11830	7056801	RS 
11831	7126906	RS 
11832	7038052	RS 
11833	7041973	RS 
11834	7105832	RS 
11835	7099499	RS 
11836	7088119	RS 
11837	7074319	RS 
11838	7111976	RS 
11839	7050567	RS 
11840	7070468	RS 
11841	7120822	RS 
11842	7033849	RSB
11843	7109632	RS 
11844	7085084	RS 
11845	7072065	RS 
11846	7100735	RS 
11847	7082470	RSB
11848	7103186	RS 
11849	7030306	RS 
11850	7037150	RS 
11851	7019562	RS 
11852	7038355	RS 
11853	7126481	RS 
11854	7004119	RS 
11855	7090900	RS 
11856	7071656	RS 
11857	7046179	RS 
11858	7049516	RSB
11859	7090898	RS 
11860	7125311	RS 
11861	7118160	RS 
11862	4330060	RS 
11863	7104568	RS 
11864	7119995	RS 
11865	7086464	RS 
11866	7115312	RS 
11867	7101266	RS 
11868	4330515	RS 
11869	7037277	RSB
11870	7061016	RS 
11871	4330146	RS 
11872	7109888	RSB
11873	7101690	RS 
11874	7095992	RS 
11875	7115483	RS 
11876	7027434	RS 
11877	7119958	RS 
11878	4330175	RSB
11879	4330495	RS 
11880	7112066	RS 
11881	7097429	RS 
11882	7086675	RS 
11883	7032263	RS 
11884	7066605	RS 
11885	4330496	RS 
11886	7096023	RS 
11887	7114284	RS 
11888	7081000	RS 
11889	7040036	RS 
11890	7119064	RS 
11891	4330614	RS 
11892	7004777	RSB
11893	7120235	RSB
11894	7111470	RS 
11895	7079736	RS 
11896	7105499	RS 
11897	7078498	RS 
11898	7089591	RS 
11899	7104979	RS 
11900	4330421	RS 
11901	7116422	RS 
11902	7021202	RSB
11903	7055263	RS 
11904	7094215	RSB
11905	7110424	RS 
11906	4330316	RS 
11907	7120951	RS 
11908	7106155	RS 
11909	7097318	RS 
11910	7091619	RS 
11911	7124116	RS 
11912	7045535	RS 
11913	7110291	RS 
11914	4330625	RSB
11915	7029252	RS 
11916	7035248	RSB
11917	4330345	RS 
11918	7001747	RS 
11919	7088293	RSB
11920	7119290	RS 
11921	7073274	RS 
11922	7109860	RS 
11923	7117878	RS 
11924	4330690	RS 
11925	7033990	RSB
11926	7107310	RS 
11927	4330435	RS 
11928	7027533	RS 
11929	7114305	RSB
11930	7087972	RS 
11931	7126530	RSB
11932	7048291	RS 
11933	7115065	RSB
11934	7105754	RS 
11935	7087965	RS 
11936	7115125	RS 
11937	7115795	RS 
11938	7124107	RS 
11939	7054172	RS 
11940	4330592	RS 
11941	4330148	RS 
11942	4330664	RSB
11943	4330397	RS 
11944	7072048	RS 
11945	7120844	RS 
11946	7119901	RS 
11947	7065294	RS 
11948	7085049	RS 
11949	7106973	RS 
11950	7120543	RSB
11951	7067135	RS 
11952	7115350	RS 
11953	7038494	RS 
11954	7098458	RS 
11955	7109754	RS 
11956	7048820	RS 
11957	7119152	RSB
11958	7053326	RSB
11959	7118127	RS 
11960	7084628	RS 
11961	7099623	RS 
11962	4330525	RS 
11963	4330402	RS 
11964	7126956	RS 
11965	7029976	RS 
11966	4330570	RS 
11967	7119794	RS 
11968	7119186	RSB
11969	7034353	RS 
11970	4330738	RSB
11971	7106189	RS 
11972	4330337	RSB
11973	7095969	RS 
11974	7049504	RSB
11975	7084141	RS 
11976	7108734	RS 
11977	7106884	RS 
11978	7034631	RS 
11979	7099440	RS 
11980	7108853	RS 
11981	4330323	RSB
11982	7109918	RS 
11983	7108231	RS 
11984	7026784	RS 
11985	7063474	RS 
11986	7078789	RSB
11987	4330560	RS 
11988	7089945	RS 
11989	7116808	RS 
11990	7091417	RS 
11991	7098011	RS 
11992	7079187	RS 
11993	7021584	RSB
11994	7121586	RS 
11995	7040584	RS 
11996	7070053	RS 
11997	7096096	RS 
11998	7106974	RS 
11999	7108385	RS 
12000	7077434	RSB
12001	7086058	RS 
12002	7065653	RS 
12003	7003679	RSB
12004	7039655	RS 
12005	7072073	RS 
12006	7116297	RS 
12007	7110777	RS 
12008	7111573	RS 
12009	4330137	RS 
12010	7046978	RS 
12011	7073099	RSB
12012	4330198	RS 
12013	7110924	RS 
12014	7103388	RS 
12015	7028441	RSB
12016	7042564	RS 
12017	7097675	RS 
12018	7103830	RS 
12019	7069587	RS 
12020	4330615	RS 
12021	7104152	RS 
12022	7104198	RS 
12023	7091203	RS 
12024	7124275	RS 
12025	7107546	RS 
12026	7067918	RSB
12027	7118573	RS 
12028	7056576	RS 
12029	4330293	RS 
12030	7082263	RSB
12031	7001338	RS 
12032	4330135	RS 
12033	7078852	RS 
12034	7119128	RS 
12035	7121397	RS 
12036	7101942	RSB
12037	7055297	RS 
12038	7041854	RS 
12039	7123992	RS 
12040	7123385	RSB
12041	7117529	RS 
12042	7081204	RSB
12043	7124876	RS 
12044	7040254	RS 
12045	7124621	RS 
12046	7034723	RS 
12047	7088952	RS 
12048	7107307	RS 
12049	7107306	RS 
12050	7090738	RSB
12051	7026677	RS 
12052	7077844	RS 
12053	4330177	RSB
12054	7009788	RS 
12055	7091518	RS 
12056	7124127	RS 
12057	4330613	RSB
12058	7049003	RS 
12059	7001190	RS 
12060	7110757	RS 
12061	7124531	RS 
12062	7121328	RS 
12063	4330176	RS 
12064	7115566	RS 
12065	7094939	RS 
12066	7025135	RS 
12067	7118909	RS 
12068	7109832	RS 
12069	7070273	RS 
12070	7115857	RSB
12071	4330172	RS 
12072	4330077	RSB
12073	4330602	RS 
12074	7107908	RS 
12075	4330368	RSB
12076	7123673	RS 
12077	7051798	RS 
12078	7114208	RS 
12079	7119247	RS 
12080	7103550	RS 
12081	7084117	RS 
12082	7021162	RSB
12083	7070110	RS 
12084	7006362	RSB
12085	7047332	RS 
12086	7122430	RS 
12087	7090483	RS 
12088	7126080	RS 
12089	4330012	RSB
12090	4330732	RSB
12091	7018597	RS 
12092	7095887	RS 
12093	7095810	RS 
12094	7121656	RS 
12095	7001413	RS 
12096	7099164	RS 
12097	7008543	RS 
12098	4330583	RSB
12099	4330300	RS 
12100	7115225	RS 
12101	7091893	RS 
12102	7091761	RSB
12103	7099509	RS 
12104	7086366	RS 
12105	7030852	RS 
12106	7100690	RS 
12107	7096152	RS 
12108	7094338	RS 
12109	7081401	RS 
12110	7004725	RS 
12111	7116571	RS 
12112	7063881	RS 
12113	4330677	RSB
12114	7023222	RSB
12115	4330500	RS 
12116	7091872	RS 
12117	7033278	RSB
12118	7127021	RS 
12119	7049109	RS 
12120	7103609	RS 
12121	4330296	RS 
12122	7098653	RS 
12123	7115981	RS 
12124	7106249	RS 
12125	7115819	RS 
12126	7127260	RS 
12127	4330006	RS 
12128	7096599	RS 
12129	7097509	RS 
12130	7118720	RS 
12131	7043079	RS 
12132	7124841	RS 
12133	7082902	RS 
12134	7055130	RS 
12135	7104205	RSB
12136	7116380	RS 
12137	7119653	RS 
12138	7067884	RS 
12139	7117587	RSB
12140	7108269	RS 
12141	7120047	RS 
12142	7001327	RS 
12143	7125723	RS 
12144	4330563	RS 
12145	4330026	RSB
12146	7080972	RS 
12147	4330433	RS 
12148	4330195	RS 
12149	7021786	RS 
12150	4330180	RSB
12151	7003901	RS 
12152	7114181	RS 
12153	7031409	RSB
12154	7117602	RS 
12155	7119018	RS 
12156	7125288	RS 
12157	7112246	RS 
12158	7077624	RS 
12159	4330403	RSB
12160	7104405	RS 
12161	7051725	RS 
12162	7047971	RS 
12163	7082830	RS 
12164	7046755	RS 
12165	7092917	RS 
12166	7031995	RS 
12167	7120499	RS 
12168	7108438	RS 
12169	4330643	RSB
12170	7094731	RS 
12171	7030413	RS 
12172	7068078	RS 
12173	7075534	RS 
12174	4330692	RS 
12175	4330483	RS 
12176	7125181	RS 
12177	7069355	RS 
12178	7101408	RS 
12179	7055603	RS 
12180	4330237	RS 
12181	7089614	RS 
12182	7075106	RS 
12183	7122425	RS 
12184	7032416	RS 
12185	7122872	RSB
12186	7120429	RS 
12187	7078901	RSB
12188	7084235	RS 
12189	4330113	RS 
12190	4330076	RS 
12191	7108179	RS 
12192	7085144	RS 
12193	7116430	RSB
12194	7024210	RSB
12195	7059640	RS 
12196	7097033	RS 
12197	7029393	RS 
12198	7083470	RS 
12199	7111687	RS 
12200	7126341	RS 
12201	7107324	RSB
12202	7116714	RS 
12203	7115121	RS 
12204	4330685	RS 
12205	7110552	RSB
12206	7124942	RS 
12207	7093056	RSB
12208	4330498	RSB
12209	7091207	RSB
12210	7003657	RS 
12211	4330695	RS 
12212	7032848	RS 
12213	7062901	RS 
12214	7114828	RS 
12215	7125296	RS 
12216	4330285	RS 
12217	7103240	RS 
12218	7120916	RS 
12219	7126964	RS 
12220	4330696	RS 
12221	7121096	RS 
12222	7102934	RS 
12223	7004466	RS 
12224	4330518	RS 
12225	7104315	RS 
12226	7121193	RS 
12227	7125888	RS 
12228	7088476	RS 
12229	7116641	RS 
12230	7070916	RS 
12231	4330390	RSB
12232	7110869	RS 
12233	4330163	RS 
12234	7121393	RS 
12235	4330154	RS 
12236	7121402	RS 
12237	7121531	RSB
12238	7121394	RS 
12239	7034328	RS 
12240	7095170	RS 
12241	7121396	RS 
12242	7098805	RS 
12243	7121405	RS 
12244	7087428	RS 
12245	7109920	RS 
12246	7115593	RSB
12247	7093897	RS 
12248	7122098	RS 
12249	7117031	RS 
12250	7103057	RS 
12251	7084624	RS 
12252	7004193	RS 
12253	7098449	RS 
12254	7028407	RS 
12255	7119960	RS 
12256	4330670	RS 
12257	7095016	RS 
12258	7109153	RS 
12259	7050663	RS 
12260	7092233	RS 
12261	7127265	RS 
12262	7068800	RS 
12263	7050597	RS 
12264	7091782	RS 
12265	4330773	RS 
12266	7088444	RS 
12267	7121395	RS 
12268	7002005	RS 
12269	7123872	RS 
12270	7067924	RSB
12271	7104093	RS 
12272	7074210	RS 
12273	7096000	RS 
12274	7108749	RS 
12275	7107302	RS 
12276	4340447	RS 
12277	7115365	RS 
12278	7126640	RSB
12279	7092973	RSB
12280	4340244	RS 
12281	7065973	RS 
12282	7057957	RS 
12283	7123356	RS 
12284	7092633	RS 
12285	4340545	RS 
12286	7094975	RS 
12287	7090589	RSB
12288	7044957	RS 
12289	7125139	RS 
12290	7110487	RSB
12291	7092989	RSB
12292	7109662	RS 
12293	7104999	RS 
12294	7052470	RS 
12295	7039061	RS 
12296	7107867	RS 
12297	7125688	RS 
12298	7097506	RS 
12299	7118680	RSB
12300	7115500	RSB
12301	7033006	RS 
12302	7105304	RSB
12303	7093961	RS 
12304	7103903	RS 
12305	7094117	RS 
12306	7111699	RS 
12307	7122134	RS 
12308	7121340	RS 
12309	7075393	RS 
12310	7093139	RS 
12311	7108901	RS 
12312	7095857	RS 
12313	7053951	RS 
12314	7118812	RS 
12315	7108680	RSB
12316	4340945	RS 
12317	7099880	RS 
12318	7046777	RSB
12319	7101623	RS 
12320	7099572	RS 
12321	4340169	RS 
12322	7116642	RS 
12323	7028656	RS 
12324	7006386	RS 
12325	4340135	RS 
12326	7100363	RS 
12327	7100371	RS 
12328	7083481	RS 
12329	7100367	RS 
12330	7052673	RS 
12331	7100369	RS 
12332	7100364	RS 
12333	7100372	RS 
12334	4340091	RS 
12335	7100365	RS 
12336	4340085	RS 
12337	7108822	RS 
12338	7110098	RS 
12339	7108817	RS 
12340	7000307	RS 
12341	7100370	RSB
12342	7100362	RS 
12343	7100366	RS 
12344	7120860	RS 
12345	7001594	RS 
12346	7109853	RS 
12347	7123715	RS 
12348	7048043	RS 
12349	7057562	RS 
12350	4340122	RS 
12351	7073677	RS 
12352	7091394	RS 
12353	7105434	RS 
12354	7113051	RS 
12355	7122185	RS 
12356	7116234	RS 
12357	7112812	RS 
12358	7077320	RS 
12359	4340652	RSB
12360	7117797	RS 
12361	7060044	RS 
12362	7100358	RS 
12363	7052292	RS 
12364	7111190	RS 
12365	7098525	RS 
12366	7099781	RS 
12367	7110462	RS 
12368	7054460	RS 
12369	7122457	RS 
12370	7039884	RS 
12371	7096528	RS 
12372	7050312	RS 
12373	4341110	RSB
12374	7096443	RS 
12375	7123151	RSB
12376	7119729	RS 
12377	4340116	RS 
12378	4340138	RS 
12379	7039471	RS 
12380	7002223	RS 
12381	4340118	RS 
12382	7094897	RS 
12383	7102693	RS 
12384	7115226	RS 
12385	7123691	RS 
12386	7107902	RS 
12387	7123626	RSB
12388	7087819	RS 
12389	7084229	RS 
12390	7126174	RS 
12391	7041910	RS 
12392	7111623	RS 
12393	7051288	RS 
12394	7097351	RS 
12395	7085754	RS 
12396	7113708	RS 
12397	7109874	RS 
12398	7118793	RSB
12399	7095247	RSB
12400	7103274	RS 
12401	7091469	RS 
12402	7021873	RS 
12403	7056516	RS 
12404	7097805	RS 
12405	7109673	RS 
12406	7107698	RS 
12407	7111668	RS 
12408	7118415	RS 
12409	7068991	RS 
12410	7046095	RS 
12411	7109160	RS 
12412	7127284	RS 
12413	7114770	RS 
12414	7116922	RS 
12415	4340816	RSB
12416	7064577	RS 
12417	7109584	RS 
12418	4340551	RS 
12419	7118085	RS 
12420	7126117	RS 
12421	7071011	RSB
12422	7100950	RS 
12423	7110063	RS 
12424	7031550	RS 
12425	7011646	RS 
12426	7094267	RS 
12427	4340010	RS 
12428	7083606	RS 
12429	7100842	RS 
12430	7127082	RS 
12431	7059623	RS 
12432	7035349	RS 
12433	4341023	RS 
12434	7107508	RSB
12435	4341048	RS 
12436	7081790	RS 
12437	7078661	RSB
12438	4340258	RS 
12439	7062903	RS 
12440	7119292	RS 
12441	7052495	RS 
12442	4341141	RS 
12443	7039207	RSB
12444	7068060	RS 
12445	7057239	RS 
12446	7096081	RS 
12447	7059131	RS 
12448	4340416	RS 
12449	7000967	RS 
12450	7094894	RS 
12451	4340932	RS 
12452	7125879	RS 
12453	7049152	RS 
12454	7052710	RS 
12455	4340100	RS 
12456	7028774	RSB
12457	7050125	RS 
12458	7099782	RS 
12459	7115885	RS 
12460	7106590	RS 
12461	7083744	RS 
12462	7057174	RS 
12463	7032661	RSB
12464	7009397	RS 
12465	7115670	RS 
12466	7119089	RS 
12467	7070699	RS 
12468	7033032	RS 
12469	7116980	RSB
12470	7122577	RS 
12471	7123057	RS 
12472	7045183	RS 
12473	7060583	RS 
12474	4340609	RS 
12475	7126277	RS 
12476	7020760	RS 
12477	7117871	RS 
12478	7084642	RS 
12479	7031433	RSB
12480	7069229	RS 
12481	7116228	RS 
12482	7086646	RS 
12483	7117215	RS 
12484	7119745	RS 
12485	7028619	RS 
12486	7095597	RSB
12487	7107291	RS 
12488	7121100	RSB
12489	7119297	RS 
12490	7086735	RSB
12491	4340224	RS 
12492	7098416	RS 
12493	7108686	RS 
12494	7119197	RS 
12495	4340456	RS 
12496	7062218	RS 
12497	7022925	RS 
12498	7125013	RS 
12499	7108153	RS 
12500	7114274	RS 
12501	7105506	RS 
12502	7126086	RSB
12503	4341071	RS 
12504	7126735	RS 
12505	7118726	RS 
12506	7051942	RS 
12507	7001732	RS 
12508	7097720	RS 
12509	7088178	RS 
12510	7124289	RS 
12511	7100707	RS 
12512	7066933	RS 
12513	4340502	RS 
12514	7087286	RS 
12515	7124328	RS 
12516	7084627	RS 
12517	7062021	RS 
12518	7079456	RS 
12519	7058239	RS 
12520	7120121	RS 
12521	7015930	RS 
12522	7100697	RSB
12523	7062902	RS 
12524	7079439	RS 
12525	7082519	RS 
12526	7104557	RS 
12527	7057375	RS 
12528	7115429	RSB
12529	7070608	RS 
12530	7001857	RS 
12531	7095216	RS 
12532	7102004	RS 
12533	7099779	RS 
12534	7024067	RS 
12535	7049673	RSB
12536	7050016	RS 
12537	7029399	RS 
12538	7094899	RS 
12539	7049035	RS 
12540	7071869	RS 
12541	7118097	RS 
12542	7106043	RS 
12543	7092591	RS 
12544	7125054	RSB
12545	7008912	RS 
12546	7123443	RS 
12547	7001977	RSB
12548	7117093	RSB
12549	4340298	RS 
12550	7087897	RS 
12551	7116871	RS 
12552	7066421	RS 
12553	4340121	RS 
12554	4340054	RSB
12555	7072400	RS 
12556	4340303	RS 
12557	4341043	RS 
12558	4341003	RS 
12559	7043078	RS 
12560	7079687	RS 
12561	7107737	RS 
12562	7115470	RS 
12563	7117443	RS 
12564	7116888	RS 
12565	7126924	RS 
12566	7107301	RS 
12567	7120445	RS 
12568	7042957	RS 
12569	7101469	RS 
12570	7120316	RSB
12571	7101808	RSB
12572	7113704	RS 
12573	7091792	RS 
12574	7120463	RS 
12575	7023554	RS 
12576	7023744	RS 
12577	4340941	RS 
12578	7011417	RS 
12579	7001348	RS 
12580	4340555	RS 
12581	7063548	RS 
12582	7093608	RS 
12583	4341063	RS 
12584	7099821	RS 
12585	7094775	RSB
12586	7035772	RS 
12587	4340375	RS 
12588	7051853	RSB
12589	7066938	RS 
12590	7120602	RS 
12591	7084616	RS 
12592	7008052	RS 
12593	7090130	RS 
12594	7042018	RS 
12595	7001456	RS 
12596	7121188	RS 
12597	7092791	RS 
12598	7033113	RS 
12599	7098829	RS 
12600	4340625	RS 
12601	7120127	RS 
12602	7031252	RSB
12603	4340631	RS 
12604	7115437	RS 
12605	7116289	RS 
12606	7078526	RS 
12607	7101983	RS 
12608	7088383	RSB
12609	7112743	RSB
12610	7058058	RS 
12611	4340782	RS 
12612	7055220	RS 
12613	7004849	RS 
12614	7002475	RSB
12615	7126191	RS 
12616	7101031	RSB
12617	7085593	RSB
12618	7037460	RS 
12619	4340369	RSB
12620	7077690	RS 
12621	7074872	RS 
12622	7078986	RS 
12623	7115590	RS 
12624	4340794	RS 
12625	4340309	RSB
12626	4340756	RS 
12627	7123031	RS 
12628	7122737	RS 
12629	4341126	RS 
12630	7056365	RS 
12631	7052446	RSB
12632	7122871	RS 
12633	7124381	RS 
